open,high,low,close,volume
103.5392,104.1588,103.1685,103.4252,58634
101.7307,102.5525,101.5118,102.1245,6011
103.7762,104.7312,102.8615,103.4106,48224
102.5225,103.4431,102.4685,102.6764,85223
102.7435,102.9480,101.8286,102.2758,64633
102.3490,102.4049,101.6809,102.3138,42038
102.9876,103.0162,102.3670,102.5731,17946
102.6777,103.1826,102.6390,102.9052,49653
102.8568,103.2138,102.1064,102.3893,52141
103.4298,104.2924,102.7908,103.3915,59625
104.4988,105.0588,103.1138,104.0317,42020
103.0702,104.0892,102.8116,103.1397,7286
103.0767,104.0548,102.3392,102.7317,6054
101.1827,102.0030,100.7561,101.6794,5161
102.8791,102.8885,102.4523,102.6244,4725
102.2087,103.2784,101.8200,102.7026,61075
101.3088,102.2807,100.5808,101.7067,2974
103.6024,104.0528,102.2339,103.1717,19731
103.0155,103.2479,102.5235,103.2137,69747
102.1107,102.8084,101.5607,101.9695,7721
102.4125,103.5113,101.6633,102.6887,40189
103.5446,104.1712,103.1085,103.7693,66734
102.3997,103.1658,101.7129,102.2956,33872
103.2248,103.4875,102.9172,103.1537,51386
103.2598,104.0705,102.5232,103.0093,25007
103.0963,103.9800,102.8220,103.0249,98036
104.8225,105.0265,103.6057,104.3799,69497
104.8137,105.7809,104.6775,104.6793,7974
104.5834,105.7474,104.1862,105.0728,59740
103.2759,103.7571,103.0066,103.5926,42554
104.3340,104.5042,103.6287,104.1129,21514
104.3404,105.1190,103.5545,103.8510,20042
104.3753,104.7623,103.4126,104.6272,3208
105.6705,106.3272,104.8139,105.6080,56868
106.2147,106.8643,105.8130,106.2895,82429
105.2024,105.2999,104.8697,105.2941,68079
104.5767,105.4694,103.9810,105.0706,49540
104.8968,105.8682,104.5123,105.3884,31183
105.5479,106.4577,104.7408,105.9047,11490
106.2646,106.9331,105.8986,106.1305,43386
105.7882,106.6416,104.5213,105.3290,36722
106.3328,107.1019,105.1751,105.8568,31554
105.3042,106.0117,104.4588,105.6970,70589
106.5634,107.3235,106.2787,106.6121,83747
105.6177,106.5967,104.5916,105.1608,76634
103.5604,104.3139,102.8069,103.9159,38270
105.3808,105.7164,104.2148,104.8944,79614
105.3393,106.2538,104.8737,105.4837,4686
104.6320,104.7764,103.8263,104.2197,76012
104.9603,105.4709,104.4015,105.2618,48838
103.9714,104.4115,103.8725,103.8965,15272
102.6177,103.2974,102.0156,103.0087,86390
103.4324,104.3530,103.4316,103.5041,11678
104.1302,104.5936,103.5200,103.9330,17112
103.9266,104.0100,103.2815,103.9349,88620
104.9257,105.0167,104.8839,104.9332,6067
104.7200,105.7595,104.7132,105.1333,11951
105.6551,106.1639,105.5961,105.9442,81484
104.9148,105.1560,103.7596,104.6907,72757
104.3121,104.7341,103.4255,104.2380,98716
104.3054,104.9710,103.6456,104.4923,95865
104.0761,104.5343,103.6289,104.0836,53900
103.6032,104.7103,103.4752,104.0892,3054
105.1825,105.4141,103.8329,104.7842,95772
102.9513,104.0993,102.6655,103.4179,96479
103.2716,103.8100,102.3084,103.1366,45301
103.1261,103.9738,103.1219,103.2131,8204
103.7377,104.4351,103.5682,103.8698,81708
102.8402,103.6694,101.9481,102.6688,80149
103.6709,104.4164,103.5894,103.7186,40954
103.8101,104.6210,103.4736,104.1840,41789
104.1310,104.1779,102.9483,103.8882,57524
103.8370,104.8556,103.5819,103.8716,47491
103.0157,103.8533,101.9197,102.5417,15212
103.2219,104.0369,102.5182,103.0002,44795
103.1757,104.2384,102.8634,103.3437,41939
103.2060,103.7457,102.0033,102.7386,31093
103.7304,104.1404,102.7317,104.0937,8578
104.4399,104.9887,103.8383,104.4467,75077
103.1397,103.8619,102.1322,102.9814,28752
104.0808,104.0828,103.3980,104.0788,98414
103.7073,104.2279,103.3682,103.9120,61159
104.7378,105.3129,104.3313,104.6004,37891
105.4586,106.2470,104.5328,105.7377,22736
106.0388,106.7515,105.8675,105.9953,15364
105.5176,106.6817,105.3344,105.8783,98861
104.1785,105.1199,104.0927,104.6294,73256
104.5829,104.6081,103.7624,104.5528,87055
104.9713,105.4779,104.7434,104.9514,79116
105.6763,106.0992,105.2878,106.0892,2278
105.7522,106.3086,104.3355,105.2777,11122
105.7854,106.1239,105.2805,105.8822,59055
105.1612,105.7966,104.3520,105.0726,67762
104.3635,104.8730,103.9730,104.6685,98557
102.9132,103.8951,102.3328,103.3898,23908
102.7326,103.0914,102.4283,102.7729,84976
102.3010,103.1237,101.3794,102.2672,48127
103.6313,104.5106,103.3755,103.5420,10328
103.3356,104.1218,103.2345,103.4390,12604
102.9771,103.3229,102.4153,103.0106,85838
102.5392,103.4195,101.6007,102.4037,22374
100.8363,101.9145,100.4060,101.2389,40767
101.5720,102.5075,100.9638,101.3103,65297
100.8165,101.2838,100.5257,101.0450,44361
100.8005,101.6352,100.5282,100.5441,85896
101.7728,102.2236,101.5087,101.8996,93550
101.0042,101.5745,100.8811,100.9424,37110
101.4742,102.2633,101.0124,101.8012,60720
103.3783,103.7432,102.0933,102.8927,33885
101.1467,102.0394,100.8935,101.4358,50665
100.1468,100.4049,99.1844,100.0606,60604
99.2357,100.2109,98.4680,98.9076,10128
100.2582,100.9122,99.6573,100.1377,68498
98.4605,99.5487,97.9797,98.6939,73122
98.4127,99.2822,97.5898,98.5680,15258
97.5444,97.8993,96.5571,97.2071,9954
98.4684,99.1451,98.1621,98.2768,57218
97.3433,98.0089,97.0894,97.6130,67326
97.2414,97.8680,97.0993,97.5775,64789
98.6553,99.9054,97.8282,98.9944,64530
99.1981,100.3994,98.8445,99.4130,11702
98.2043,99.2497,97.7190,98.3043,5951
96.7538,97.6535,96.0413,96.9118,46207
96.8315,97.5185,95.6348,96.3403,25263
95.6048,96.3202,94.9573,95.9112,34241
94.6910,95.1876,93.6069,94.5712,45242
93.5902,94.3223,93.3615,93.4863,95800
94.2620,94.8644,93.4764,94.5068,74314
94.5511,94.6336,94.0805,94.2297,53856
94.3059,94.8723,94.0797,94.3472,17253
95.2408,95.5987,94.9785,95.1577,23826
95.4711,96.5888,95.2808,95.7385,20496
94.9588,95.9310,94.9295,95.1302,45881
96.2749,96.9834,95.7894,95.9054,65848
95.7764,96.2529,95.2211,95.7528,67619
93.8546,94.4155,93.3191,94.2838,30392
93.4770,94.5513,92.8233,93.6713,49002
92.3503,93.2205,91.3893,92.5030,54206
93.5043,94.6122,92.7891,93.7462,29460
93.1779,93.3612,93.1500,93.2043,59372
94.1173,94.2535,93.8288,94.1402,1855
94.7976,95.0782,93.8798,94.9988,83590
94.3414,94.7676,94.0851,94.6277,86865
94.8689,95.2166,94.5267,95.0021,33450
95.5147,96.3440,94.8966,95.7581,97208
97.3157,97.7611,96.8480,96.8783,96566
95.8258,96.2681,95.3351,95.4834,13947
95.7709,96.2005,94.8060,95.3364,85384
95.0346,95.1006,94.2241,94.6279,17134
95.4565,96.4579,95.3086,95.9280,37702
97.4008,98.0282,96.5573,97.0009,52278
97.1153,97.7537,97.0708,97.2983,35390
96.6399,97.2501,95.7769,97.0604,23560
96.3359,96.6843,95.5859,96.5219,84599
94.5801,95.8173,94.4993,95.0662,42342
95.8228,96.7547,95.3788,96.3086,17055
97.0606,97.3212,96.6164,97.2590,74769
97.0426,97.5614,97.0072,97.4993,9698
97.1840,97.3953,96.5847,97.2278,32595
97.3336,97.9668,96.3561,96.9138,67312
96.9192,97.6029,96.6180,96.8467,65679
95.2935,96.3182,94.7461,95.6506,59097
96.5041,97.5283,95.6122,96.6398,81031
97.0125,97.8922,96.3168,97.0405,51229
97.9645,99.3227,97.8575,98.3593,70742
97.7095,98.3337,96.7913,97.7072,6946
96.9828,97.7219,96.0050,97.0893,62601
96.0261,97.2121,95.0726,96.4470,63020
96.2861,97.2768,95.7625,96.0029,67828
97.2742,97.4211,96.2494,96.9002,57396
97.4536,98.1285,96.7454,97.3632,70043
97.4018,97.6015,96.9977,97.0013,81813
96.0783,96.4905,95.1860,96.2807,28262
96.9550,97.6312,96.3579,97.2767,14038
99.1686,100.0835,97.7479,98.7195,19761
99.2599,99.3234,98.2523,98.9892,42730
99.2798,99.4005,98.9718,99.3886,1896
100.2039,101.1134,99.1075,100.0166,69401
100.3629,101.6826,99.4273,100.6940,7064
100.2534,100.4929,99.3674,99.9858,37107
99.6987,100.0126,99.3133,99.5995,57518
99.9855,100.3271,99.0427,99.6095,61677
100.0988,100.4030,99.3238,100.3989,51286
98.9228,99.1337,98.0001,98.9384,39950
100.2456,100.8079,99.2223,100.0971,58824
100.1065,100.8195,99.2434,100.4678,75950
100.8513,101.4734,100.8211,101.1170,52521
102.4323,102.8288,102.1299,102.3987,10939
100.4587,101.2271,100.4453,100.9268,80894
101.3783,102.1430,101.3747,101.8516,94985
102.7959,103.3938,102.1590,102.4061,76691
101.8227,102.7260,100.9183,101.4520,73649
101.6830,102.9011,101.6663,101.9330,28744
102.3426,103.1564,101.0136,101.8986,22065
103.5357,103.7804,102.9268,103.1413,90873
101.3195,102.7311,100.9763,101.7967,3616
102.4761,103.8643,101.9944,102.9481,28241
103.6541,103.8000,102.9064,103.4904,20526
104.3740,105.0769,103.5261,104.6297,26844
105.1486,105.5172,104.6073,105.3122,22924
105.0210,105.1813,104.3585,105.0655,67341
103.8506,104.5436,102.6782,103.6363,6689
104.6364,104.7218,103.6589,104.2945,33032
103.6928,104.8636,103.1862,103.8764,90142
102.8159,103.0744,102.1842,102.9296,24183
102.5064,103.2178,101.8955,102.6472,90149
103.0521,103.8795,102.1442,103.5235,69421
102.5335,102.9389,101.3829,102.1020,89067
101.9292,102.7221,101.3808,101.9907,8340
101.0647,101.4553,100.6135,100.6557,42137
99.7553,100.8305,99.3195,100.0286,85972
98.9782,99.1957,98.0300,98.6366,45792
97.3893,97.9716,96.9153,97.4906,31355
96.5073,96.7454,95.9295,96.5071,22716
94.9307,96.0481,94.0715,95.3902,59295
96.5005,96.9983,95.9637,96.0863,95681
97.2399,97.5094,96.5247,97.3264,85081
96.2016,96.8925,95.6916,95.9504,36425
94.7573,95.6370,94.1328,94.8805,85231
93.8666,94.2177,93.2687,93.5700,38044
93.7102,94.1959,93.4819,93.7812,29527
92.7521,92.9544,91.7904,92.2918,9205
91.1826,91.7643,90.8409,91.2679,13862
90.6881,91.6862,90.6515,90.8051,64542
89.7019,90.0405,88.7064,90.0219,80638
90.6890,91.7313,90.4685,91.1303,36639
92.8468,93.6358,92.1660,92.5559,2897
91.1808,92.2669,90.9013,91.2874,89582
89.9127,90.2840,89.3539,89.9745,78212
90.1973,90.3602,89.4722,89.7928,94172
90.7667,90.8878,89.8837,90.7072,55944
92.1768,92.7905,91.4573,91.9839,91426
93.4068,94.1111,92.6423,93.4050,89280
94.4152,94.7003,93.3724,94.0754,12810
93.3804,93.9379,92.6257,93.1151,33084
93.0562,93.2848,92.1269,92.6273,25689
91.4417,92.4454,91.1508,91.6365,13734
90.9446,92.0497,89.9670,91.2281,74564
92.3842,92.6291,91.4937,91.9330,71675
90.5055,91.3965,90.0838,90.8428,86699
91.4635,92.0945,91.1313,91.3618,10016
92.7949,92.8148,92.5433,92.7270,7760
91.8883,92.4084,91.8101,92.0349,64780
91.9833,92.9020,91.6597,92.0413,42542
91.9112,92.7234,91.0625,92.3526,50286
91.5921,92.2527,90.4684,91.1068,41297
90.9969,91.1941,90.8397,91.1854,54653
89.5970,90.0946,89.4773,89.9848,30288
88.9083,89.6685,88.3566,89.0192,47253
87.9534,89.3089,87.7992,88.3996,38365
88.1442,88.5802,87.1865,87.8863,61053
89.4723,90.0642,88.5935,89.1879,42869
90.3053,91.4191,90.2976,90.6847,28497
89.6212,90.4037,89.2350,90.0137,23488
90.6355,91.2517,90.2361,90.5711,12486
89.4497,89.6195,88.3286,89.3212,78477
89.2844,90.0034,88.3012,89.4629,3105
88.8214,89.6272,87.6653,88.4043,51640
87.8283,88.4604,86.6273,87.5903,74817
88.5593,89.6730,88.2595,88.8199,62936
88.0463,88.2363,86.8642,87.5607,32742
87.2585,88.2076,86.5029,86.9787,77470
87.1968,87.7677,86.9246,87.6738,1620
86.4388,87.4428,85.5178,86.5195,16679
85.9738,87.2205,85.9068,86.3242,12158
87.2270,87.5791,86.2551,86.7501,28395
88.2586,88.5210,88.0156,88.1833,27900
88.4060,88.4838,87.8740,88.4323,95005
89.1678,90.3767,88.2499,89.4041,54059
90.3737,91.7959,89.4715,90.8406,95456
89.5188,89.7854,89.5087,89.6817,41009
88.9831,89.3642,88.2625,88.8311,15564
89.3507,90.0731,88.3843,89.3044,71691
90.7899,90.9777,90.7412,90.7868,4479
90.0685,90.3673,89.5889,89.6989,78962
90.2921,91.5240,89.5020,90.7034,99105
91.9315,92.2596,90.6491,91.5276,91475
91.8193,92.7902,91.7060,92.2243,66693
93.1345,93.3444,92.4280,92.8635,69421
94.0649,94.3295,93.9532,94.1353,48053
93.0725,93.6683,92.5442,93.3234,36541
92.0836,92.6683,91.1306,92.2205,16171
92.2645,92.3216,91.2699,92.0367,61020
93.4487,94.1509,92.9118,93.4497,61616
92.7941,93.4274,92.2194,93.0441,68860
91.7661,91.8825,91.4974,91.7674,61430
92.0366,92.8981,91.1013,92.0386,3599
90.7617,91.5834,90.0955,91.1941,3047
90.9269,92.0703,90.3272,91.3219,87308
90.9567,91.3275,90.8301,90.8860,11652
92.2562,92.6930,91.8897,92.3354,99553
90.9054,91.4587,90.7473,90.9645,71241
90.0267,90.2342,88.8141,89.7782,68694
88.6620,89.7309,88.0389,88.9795,85032
89.4615,90.7496,88.9410,89.7958,76776
91.1479,91.4840,90.5762,90.7727,93191
90.2834,90.9558,89.4821,90.6038,55055
90.4905,91.4774,89.3046,90.1462,1241
91.1816,91.9326,89.8315,90.7354,91113
90.1773,90.6324,89.9911,90.5396,76319
92.3227,93.2492,90.9690,91.8644,48404
92.6613,93.0154,92.4122,92.4403,91831
91.7680,91.8933,91.1306,91.7962,28028
92.7103,92.8277,91.5955,92.2255,82818
90.9112,91.8574,90.0405,91.0848,23799
91.4389,92.0014,90.6632,91.6334,49667
90.7371,91.1869,90.4645,90.5198,61658
92.0531,92.3869,91.5231,91.8059,77753
91.1277,91.3747,90.7113,91.0596,21337
91.6112,91.8014,90.4824,91.1197,62518
89.9269,90.8747,88.8805,89.6698,63155
88.6762,89.6373,88.1302,88.7040,25540
88.6534,89.6186,87.6039,88.4786,73285
89.0156,89.4930,87.8006,88.7122,9533
87.6332,88.6246,87.1335,87.9703,51608
88.5693,89.5521,88.5193,89.0495,66056
87.4882,88.3358,87.4164,87.9216,85743
86.2977,86.8761,85.3224,86.5478,79796
86.6763,87.2469,86.1350,86.7761,28214
85.4980,85.9572,84.8197,85.8789,4047
85.3034,85.4970,84.0536,84.8724,43644
85.6655,86.1160,85.2795,85.4869,73123
84.1414,85.1051,83.6195,84.3099,40925
84.8275,85.4806,83.7841,84.7635,54396
84.6662,85.6057,83.6909,84.6107,10578
83.3748,83.9699,83.0821,83.7541,80109
82.9513,83.7242,82.5110,82.9941,28328
81.6219,82.9313,81.0105,81.9767,35913
82.7451,83.4292,82.0477,82.5260,24855
80.9178,82.0933,80.1772,81.2883,11779
80.5110,81.4857,80.2271,80.8213,11843
81.6030,81.8350,80.6260,81.6047,79315
79.9165,80.4411,79.1570,80.1928,66739
80.6863,81.4955,79.7870,80.2659,53643
78.9136,79.5024,78.0676,79.2516,64394
79.6603,80.4302,78.9301,79.2269,67733
80.5041,81.3678,79.8199,80.3630,92570
81.5871,82.2062,81.3835,81.7829,28839
80.6589,81.4308,80.1962,80.9259,99253
80.4197,81.3326,78.9545,79.9327,47130
79.4065,80.3945,78.7111,79.7664,98622
78.7587,79.9911,78.7205,79.0716,48904
79.7694,79.8944,78.8951,79.3525,46541
77.9329,78.7664,77.4597,78.0022,63792
76.8260,77.6933,76.0882,76.6385,15868
77.9368,78.0741,76.9451,77.7176,70043
77.7442,78.8646,77.5130,78.0271,91336
78.9973,79.0974,78.2542,78.9977,54239
79.0850,79.7030,78.3766,79.2483,79622
80.7508,80.9757,79.8135,80.4924,23925
81.7941,82.7132,80.8434,81.5698,28191
80.3637,81.3576,80.0712,80.2777,36500
81.1613,81.7370,80.3229,80.8516,5045
80.6685,81.3566,80.0807,80.8162,10448
79.2221,79.9830,78.6892,79.5508,88100
78.6775,79.3680,78.2262,78.7298,13525
79.6495,80.6900,78.8606,79.8391,4634
79.0738,79.6966,78.5962,78.7157,7400
80.4705,81.3448,79.6027,80.1598,34612
80.9506,82.0971,80.4950,81.4053,63673
82.3009,83.1053,82.0477,82.2671,7601
82.7656,83.3340,82.4432,82.8197,89808
82.9343,83.4495,82.4426,83.2421,98119
82.5916,83.4308,81.6076,82.4745,73922
84.0341,84.5815,82.9078,83.6859,41126
85.0398,85.4903,84.2678,84.8465,15743
83.4633,84.2801,82.5753,83.5974,58957
84.4178,84.4491,84.0819,84.3456,89566
86.0350,86.1218,85.4948,85.6305,40218
84.2136,84.3471,83.3067,84.3338,25425
85.3943,85.4892,84.7863,85.0835,59297
84.7685,85.3666,83.8176,85.0844,76515
84.4122,85.0065,84.2984,84.8777,92328
85.8835,86.3782,84.7748,85.5203,13565
85.3621,85.3935,84.7122,85.1883,81140
85.0148,85.2042,84.5301,84.9710,45625
84.4699,85.0406,83.9389,84.7791,49314
85.3615,86.5023,85.2290,85.8302,98232
85.6986,85.7152,85.0713,85.6349,68072
86.7302,87.4931,86.2963,86.9524,3305
87.7786,88.4756,86.7563,87.4553,30632
87.1016,88.3182,86.4057,87.4750,57181
86.4888,87.6151,85.9334,86.8568,66636
86.0015,86.7900,85.0831,86.0957,54296
86.4784,86.7271,85.7853,86.6251,91781
87.5958,87.7906,87.1434,87.4636,7543
87.1058,87.9951,85.7027,86.6179,69009
85.6056,86.4974,85.5738,85.6838,12646
85.1528,85.5766,85.0134,85.3270,88237
86.4504,86.8518,85.8436,86.5648,31100
87.3241,88.1982,86.3968,87.5408,97665
87.9707,88.5793,86.9947,87.7638,3681
88.7753,88.7903,87.7240,88.2880,90342
89.1466,89.4707,88.3783,88.8939,78664
89.1159,89.2262,88.0279,88.7193,4556
90.2976,90.7192,89.9152,90.1936,21881
90.4741,91.3647,90.0912,90.8704,4074
91.2398,91.9777,90.7031,90.7824,72923
91.8314,92.5452,90.7974,91.5774,32489
91.9080,91.9968,90.9676,91.9261,99747
92.8740,93.8859,91.9085,92.9918,8291
94.7386,95.4163,93.9302,94.2817,24297
95.0246,95.7866,94.6418,95.4475,46547
95.4114,95.8288,94.9498,95.0578,93352
94.3626,95.0494,93.1319,93.9896,65643
92.4783,92.6393,92.4026,92.5044,42015
91.8324,92.6289,91.3751,91.4015,89750
92.9683,93.8217,91.9641,92.5120,31476
91.2146,91.6631,90.7868,91.2781,82114
92.6111,93.2840,92.0508,92.3132,90683
92.5368,93.4093,92.2441,92.6304,27137
92.2236,93.1639,91.6568,92.4260,37956
91.5817,91.8860,90.4339,91.3826,72820
90.8038,91.4856,90.4307,90.4849,37309
91.5966,92.7570,91.2220,91.9538,57492
92.0411,92.6900,91.7456,92.3215,48723
92.0458,92.9342,91.5914,91.6447,20185
90.5871,91.0933,89.6967,90.6019,6138
91.2385,92.4469,91.0695,91.6959,99136
91.4950,92.4355,91.3367,91.6253,42958
90.3040,91.2228,89.3238,90.6561,52724
89.6708,90.4129,89.0622,89.5680,89918
89.0207,89.8200,88.6279,88.7405,83517
89.9848,90.5385,89.5003,90.2199,16373
89.6807,90.0294,89.5592,89.8316,52293
88.9969,89.8847,87.8996,88.8989,75868
88.0100,89.2379,87.1317,88.3338,16485
87.6292,88.8727,87.4605,88.1136,52621
88.4783,88.8872,88.0217,88.5855,51030
87.4408,88.2614,86.9870,87.4910,93495
89.0923,89.3757,88.6444,88.7679,94650
89.4852,90.2166,88.7958,89.6726,31873
88.5743,89.5614,88.3700,89.0733,88053
89.6378,90.5327,89.1032,89.5068,80161
88.8170,89.4484,88.0989,89.2560,52246
90.2025,91.1700,89.3812,89.8493,31397
90.9482,91.1860,90.7630,91.0545,52198
90.2736,91.1033,89.1654,89.7868,67942
89.1331,89.8103,88.0818,88.7115,13469
88.6553,89.6380,88.2038,88.8811,68107
89.4185,90.1573,88.3017,89.0506,59003
88.2668,88.7591,88.0429,88.3200,91568
88.6841,89.3670,87.8065,89.0585,31773
90.4906,90.7882,89.3801,90.0355,58063
91.7540,92.2520,90.8060,91.4570,43237
91.5365,92.5297,91.1556,91.8289,66245
91.9023,92.4292,91.3474,91.4649,68944
90.1773,90.4364,89.6254,90.3034,60191
88.7450,89.6705,88.3886,88.9469,18388
87.2322,87.6807,86.9001,87.5501,83911
87.9770,88.8057,87.7720,88.1712,95728
87.1835,87.3480,86.0926,86.8545,21777
87.4655,87.9721,87.1152,87.8249,26555
88.7887,89.4577,87.8221,88.8255,2493
87.5300,88.3287,86.5765,88.0156,37713
88.4698,89.0228,87.3625,87.9819,32672
87.4797,88.2789,87.4548,87.6532,53620
87.4870,88.2615,86.7400,87.9010,84946
88.1827,89.1713,87.3946,88.1123,92163
87.4036,87.7876,86.4735,87.3523,52261
86.6585,87.5819,85.9462,87.0496,7175
87.9599,88.3092,87.5039,88.2589,82222
88.2160,88.3629,86.8736,87.8695,87261
88.4834,89.4407,88.3658,88.4048,33234
89.4300,90.3261,88.5268,89.3206,33376
89.8119,91.1496,89.6110,90.2713,92015
90.0595,90.0876,89.0312,89.9594,31911
89.0625,89.5757,88.5903,88.7311,29448
88.2432,88.3770,87.7516,88.2321,51198
86.4065,86.8331,85.4441,86.7475,20598
86.7489,87.5563,86.1739,86.4812,56594
85.0085,85.9864,84.9959,85.3843,33187
85.3573,86.3738,84.8077,85.4487,34355
84.8010,84.9693,83.9102,84.6608,78323
84.1120,84.8198,83.5226,84.5277,56921
85.5198,86.2436,84.5404,85.4252,56143
86.4867,87.0154,85.7576,86.6907,60730
88.2131,88.9406,87.3612,87.8496,87740
86.0174,86.7924,85.0396,86.5076,56386
86.5880,87.0725,85.7980,86.8728,96616
88.0605,88.3650,87.7877,88.3149,83672
88.2318,89.0895,87.8930,88.6598,95721
89.8804,90.3725,89.5690,90.1197,98992
90.8858,92.0416,90.3022,91.1882,68918
92.0131,92.7090,91.8624,91.8768,61804
91.2789,92.1083,90.6878,91.1428,43184
91.9641,92.7002,91.1188,92.0284,71141
92.0092,92.8294,91.0728,92.0489,80115
93.1838,93.2436,91.7706,92.7607,24209
91.7558,92.1879,90.5066,91.4096,43564
90.3965,90.4628,89.4500,90.2640,65039
90.3749,91.0885,89.8650,90.8055,52909
91.2378,92.3927,90.8570,91.4327,15892
92.3259,92.9367,91.4893,91.9383,82585
91.3542,92.4151,90.8845,91.6679,18458
93.1321,93.1547,92.6990,93.1128,42807
93.0022,93.0570,92.4515,92.9704,35241
93.2748,93.9906,92.2901,93.5754,71214
95.0879,95.1022,93.9945,94.8941,8379
93.9565,94.9187,93.1129,93.8884,2694
94.4327,94.9507,93.8992,94.7473,65850
94.4016,94.5759,93.9842,94.3865,92952
95.0313,95.4920,94.0250,94.6765,37997
95.4493,96.1692,95.2275,95.5961,34442
94.6043,94.9745,94.3077,94.9430,7034
93.7225,94.3902,93.6543,93.7611,24450
94.5542,94.9765,93.3501,94.1997,39412
92.6609,93.8347,92.4092,92.9316,63531
94.2756,94.7621,93.6347,93.9273,50478
94.6070,95.8609,94.1738,95.0079,32770
94.2957,94.7779,93.8579,94.0801,2203
94.0381,94.6833,93.8658,94.2098,40258
95.1595,95.4106,94.7084,94.8410,67137
94.9683,96.1557,94.4261,95.2583,46699
95.2194,95.6552,95.2039,95.3453,67001
96.6501,97.4159,95.6118,96.2744,31584
95.3879,95.4124,94.4656,95.0346,8487
93.2567,94.0484,92.7465,93.6445,29166
94.2665,94.6489,94.2149,94.5459,35970
95.5497,96.1129,94.6906,95.3590,24051
93.6309,94.5404,93.2961,93.9335,22074
92.8988,93.3429,92.8594,93.2543,80902
92.5729,93.6073,92.1510,92.9468,69818
93.6137,94.4625,93.4737,93.6551,96906
92.8712,93.0606,92.2358,92.4307,99215
93.0243,93.7071,92.4527,92.5584,63796
93.4358,94.6369,92.9132,93.8052,47069
92.7350,93.3448,92.3058,92.4389,83720
92.2202,93.1819,92.1122,92.1896,95305
92.9736,93.3848,92.1959,92.6601,95398
92.3559,93.2500,91.7306,92.2999,75340
93.0700,94.1750,92.5012,93.4582,22544
92.9960,93.3598,92.8131,93.0116,1684
93.6797,94.7553,93.2563,93.9523,36693
94.7084,95.5995,93.7678,94.3681,91846
95.1565,96.1305,94.9016,95.3993,72413
96.0881,96.3655,95.3746,95.9533,21205
94.5030,94.8541,93.7578,94.5382,4326
94.2352,95.1569,93.3534,94.6389,28630
94.9090,95.4155,94.3857,94.7136,12753
96.2813,97.2403,95.0566,95.8148,57122
97.0466,97.8707,96.3369,96.9447,85827
96.8733,97.5725,96.0505,97.0809,87236
98.0193,98.3551,97.6565,97.6682,60027
97.3218,98.0143,96.3891,97.2765,43280
98.6037,98.8138,98.1256,98.6913,74293
97.7599,98.6217,97.5598,97.9148,11230
96.8130,97.9415,96.7151,97.2362,68769
97.5658,98.5427,97.3687,97.4225,47137
98.7162,99.0334,98.2828,98.4666,76368
99.7601,100.0667,99.1009,99.7068,44637
100.4852,101.3384,99.5517,100.4078,6502
100.2854,101.0889,99.9851,100.6882,30441
100.7745,101.1487,100.4910,100.7003,67531
99.6479,99.9632,99.3408,99.3765,82699
100.6041,101.1789,100.1220,100.2204,7688
99.2406,100.3497,98.5979,99.7288,62156
98.2901,98.6090,97.3753,98.4138,24011
97.6745,98.0042,97.0147,97.6662,81060
97.7030,98.4303,97.7018,98.0474,37124
96.2721,96.8485,95.9019,96.7122,10466
97.7484,99.0762,97.2120,98.0969,25747
